,Year,Month,Day,Date In Fraction Of Year,Number of Sunspots,Standard Deviation,Observations,Indicator
9858,1844,12,28,1844.99,25,6.3,1,1
9859,1844,12,29,1844.993,-1,-1.0,0,1
9860,1844,12,30,1844.996,-1,-1.0,0,1
9861,1844,12,31,1844.999,-1,-1.0,0,1
9862,1845,1,1,1845.001,-1,-1.0,0,1
9863,1845,1,2,1845.004,28,6.7,1,1
9864,1845,1,3,1845.007,33,7.3,1,1
9865,1845,1,4,1845.01,-1,-1.0,0,1
9866,1845,1,5,1845.0120000000002,-1,-1.0,0,1
9867,1845,1,6,1845.015,-1,-1.0,0,1
9868,1845,1,7,1845.0179999999998,-1,-1.0,0,1
9869,1845,1,8,1845.021,58,9.7,1,1
9870,1845,1,9,1845.023,57,9.5,1,1
9871,1845,1,10,1845.026,32,7.1,1,1
9872,1845,1,11,1845.029,27,6.5,1,1
9873,1845,1,12,1845.0320000000002,52,9.1,1,1
9874,1845,1,13,1845.0339999999999,25,6.3,1,1
9875,1845,1,14,1845.037,23,6.1,1,1
9876,1845,1,15,1845.04,23,6.1,1,1
9877,1845,1,16,1845.0420000000001,23,6.1,1,1
9878,1845,1,17,1845.045,-1,-1.0,0,1
9879,1845,1,18,1845.0479999999998,-1,-1.0,0,1
9880,1845,1,19,1845.0510000000002,23,6.1,1,1
9881,1845,1,20,1845.0529999999999,23,6.1,1,1
9882,1845,1,21,1845.056,-1,-1.0,0,1
9883,1845,1,22,1845.059,-1,-1.0,0,1
9884,1845,1,23,1845.0620000000001,-1,-1.0,0,1
9885,1845,1,24,1845.0639999999999,85,11.7,1,1
9886,1845,1,25,1845.067,-1,-1.0,0,1
9887,1845,1,26,1845.07,-1,-1.0,0,1
9888,1845,1,27,1845.0729999999999,-1,-1.0,0,1
9889,1845,1,28,1845.075,60,9.8,1,1
9890,1845,1,29,1845.078,60,9.8,1,1
9891,1845,1,30,1845.0810000000001,95,12.3,1,1
9892,1845,1,31,1845.0839999999998,-1,-1.0,0,1
9893,1845,2,1,1845.086,67,10.3,1,1
9894,1845,2,2,1845.089,-1,-1.0,0,1
9895,1845,2,3,1845.092,-1,-1.0,0,1
9896,1845,2,4,1845.095,32,7.1,1,1
9897,1845,2,5,1845.0970000000002,-1,-1.0,0,1
9898,1845,2,6,1845.1,28,6.7,1,1
9899,1845,2,7,1845.1029999999998,27,6.5,1,1
9900,1845,2,8,1845.105,25,6.3,1,1
9901,1845,2,9,1845.108,77,11.1,1,1
9902,1845,2,10,1845.111,-1,-1.0,0,1
9903,1845,2,11,1845.114,80,11.3,1,1
9904,1845,2,12,1845.116,-1,-1.0,0,1
9905,1845,2,13,1845.119,73,10.8,1,1
9906,1845,2,14,1845.122,-1,-1.0,0,1
9907,1845,2,15,1845.125,-1,-1.0,0,1
9908,1845,2,16,1845.1270000000002,70,10.6,1,1
9909,1845,2,17,1845.13,67,10.3,1,1
9910,1845,2,18,1845.1329999999998,-1,-1.0,0,1
9911,1845,2,19,1845.136,68,10.5,1,1
9912,1845,2,20,1845.138,70,10.6,1,1
9913,1845,2,21,1845.141,-1,-1.0,0,1
9914,1845,2,22,1845.144,-1,-1.0,0,1
9915,1845,2,23,1845.1470000000002,73,10.8,1,1
9916,1845,2,24,1845.149,137,14.8,1,1
9917,1845,2,25,1845.152,112,13.4,1,1
9918,1845,2,26,1845.155,-1,-1.0,0,1
9919,1845,2,27,1845.158,112,13.4,1,1
9920,1845,2,28,1845.16,120,13.9,1,1
9921,1845,3,1,1845.1629999999998,103,12.9,1,1
9922,1845,3,2,1845.1660000000002,100,12.7,1,1
9923,1845,3,3,1845.168,90,12.0,1,1
9924,1845,3,4,1845.171,103,12.9,1,1
9925,1845,3,5,1845.174,110,13.3,1,1
9926,1845,3,6,1845.1770000000001,93,12.2,1,1
9927,1845,3,7,1845.1789999999999,55,9.4,1,1
9928,1845,3,8,1845.182,45,8.5,1,1
9929,1845,3,9,1845.185,100,12.7,1,1
9930,1845,3,10,1845.1879999999999,100,12.7,1,1
9931,1845,3,11,1845.19,118,13.8,1,1
9932,1845,3,12,1845.193,-1,-1.0,0,1
9933,1845,3,13,1845.1960000000001,117,13.7,1,1
9934,1845,3,14,1845.1989999999998,75,11.0,1,1
9935,1845,3,15,1845.201,-1,-1.0,0,1
9936,1845,3,16,1845.204,57,9.5,1,1
9937,1845,3,17,1845.207,75,11.0,1,1
9938,1845,3,18,1845.21,-1,-1.0,0,1
9939,1845,3,19,1845.2120000000002,-1,-1.0,0,1
9940,1845,3,20,1845.215,57,9.5,1,1
9941,1845,3,21,1845.2179999999998,-1,-1.0,0,1
9942,1845,3,22,1845.221,25,6.3,1,1
9943,1845,3,23,1845.223,-1,-1.0,0,1
9944,1845,3,24,1845.226,-1,-1.0,0,1
9945,1845,3,25,1845.229,28,6.7,1,1
9946,1845,3,26,1845.2320000000002,25,6.3,1,1
9947,1845,3,27,1845.234,0,2.0,1,1
9948,1845,3,28,1845.237,-1,-1.0,0,1
9949,1845,3,29,1845.24,-1,-1.0,0,1
9950,1845,3,30,1845.2420000000002,33,7.3,1,1
9951,1845,3,31,1845.245,77,11.1,1,1
9952,1845,4,1,1845.2479999999998,95,12.3,1,1
9953,1845,4,2,1845.251,92,12.1,1,1
9954,1845,4,3,1845.253,75,11.0,1,1
9955,1845,4,4,1845.256,90,12.0,1,1
9956,1845,4,5,1845.259,95,12.3,1,1
9957,1845,4,6,1845.2620000000002,152,15.6,1,1
9958,1845,4,7,1845.264,-1,-1.0,0,1
9959,1845,4,8,1845.267,140,15.0,1,1
9960,1845,4,9,1845.27,137,14.8,1,1
9961,1845,4,10,1845.273,-1,-1.0,0,1
9962,1845,4,11,1845.275,132,14.5,1,1
9963,1845,4,12,1845.2779999999998,95,12.3,1,1
9964,1845,4,13,1845.281,98,12.6,1,1
9965,1845,4,14,1845.2839999999999,-1,-1.0,0,1
9966,1845,4,15,1845.286,102,12.8,1,1
9967,1845,4,16,1845.289,103,12.9,1,1
9968,1845,4,17,1845.2920000000001,-1,-1.0,0,1
9969,1845,4,18,1845.295,107,13.1,1,1
9970,1845,4,19,1845.297,107,13.1,1,1
9971,1845,4,20,1845.3,70,10.6,1,1
9972,1845,4,21,1845.3029999999999,62,9.9,1,1
9973,1845,4,22,1845.305,57,9.5,1,1
9974,1845,4,23,1845.308,83,11.6,1,1
9975,1845,4,24,1845.3110000000001,82,11.4,1,1
9976,1845,4,25,1845.3139999999999,67,10.3,1,1
9977,1845,4,26,1845.316,95,12.3,1,1
9978,1845,4,27,1845.319,95,12.3,1,1
9979,1845,4,28,1845.3220000000001,60,9.8,1,1
9980,1845,4,29,1845.325,85,11.7,1,1
9981,1845,4,30,1845.3270000000002,-1,-1.0,0,1
9982,1845,5,1,1845.33,40,8.0,1,1
9983,1845,5,2,1845.3329999999999,32,7.1,1,1
9984,1845,5,3,1845.336,92,12.1,1,1
9985,1845,5,4,1845.338,93,12.2,1,1
9986,1845,5,5,1845.3410000000001,78,11.2,1,1
9987,1845,5,6,1845.344,115,13.6,1,1
9988,1845,5,7,1845.3470000000002,108,13.2,1,1
9989,1845,5,8,1845.349,87,11.8,1,1
9990,1845,5,9,1845.352,-1,-1.0,0,1
9991,1845,5,10,1845.355,67,10.3,1,1
9992,1845,5,11,1845.358,128,14.4,1,1
9993,1845,5,12,1845.36,-1,-1.0,0,1
9994,1845,5,13,1845.3629999999998,192,17.5,1,1
9995,1845,5,14,1845.366,110,13.3,1,1
9996,1845,5,15,1845.368,157,15.9,1,1
9997,1845,5,16,1845.371,117,13.7,1,1
9998,1845,5,17,1845.374,-1,-1.0,0,1
9999,1845,5,18,1845.3770000000002,103,12.9,1,1
10000,1845,5,19,1845.379,93,12.2,1,1
10001,1845,5,20,1845.382,110,13.3,1,1
10002,1845,5,21,1845.385,120,13.9,1,1
10003,1845,5,22,1845.388,73,10.8,1,1
10004,1845,5,23,1845.39,62,9.9,1,1
10005,1845,5,24,1845.3929999999998,-1,-1.0,0,1
10006,1845,5,25,1845.396,78,11.2,1,1
10007,1845,5,26,1845.399,50,9.0,1,1
10008,1845,5,27,1845.401,23,6.1,1,1
10009,1845,5,28,1845.404,23,6.1,1,1
10010,1845,5,29,1845.4070000000002,0,2.0,1,1
10011,1845,5,30,1845.41,0,2.0,1,1
10012,1845,5,31,1845.412,0,2.0,1,1
10013,1845,6,1,1845.415,0,2.0,1,1
10014,1845,6,2,1845.418,25,6.3,1,1
10015,1845,6,3,1845.421,23,6.1,1,1
10016,1845,6,4,1845.4229999999998,45,8.5,1,1
10017,1845,6,5,1845.4260000000002,48,8.8,1,1
10018,1845,6,6,1845.4289999999999,48,8.8,1,1
10019,1845,6,7,1845.432,120,13.9,1,1
10020,1845,6,8,1845.434,107,13.1,1,1
10021,1845,6,9,1845.4370000000001,78,11.2,1,1
10022,1845,6,10,1845.44,82,11.4,1,1
10023,1845,6,11,1845.442,73,10.8,1,1
10024,1845,6,12,1845.445,110,13.3,1,1
10025,1845,6,13,1845.4479999999999,102,12.8,1,1
10026,1845,6,14,1845.451,-1,-1.0,0,1
10027,1845,6,15,1845.453,-1,-1.0,0,1
10028,1845,6,16,1845.4560000000001,90,12.0,1,1
10029,1845,6,17,1845.4589999999998,67,10.3,1,1
10030,1845,6,18,1845.4620000000002,60,9.8,1,1
10031,1845,6,19,1845.464,65,10.2,1,1
10032,1845,6,20,1845.467,-1,-1.0,0,1
10033,1845,6,21,1845.47,35,7.5,1,1
10034,1845,6,22,1845.473,-1,-1.0,0,1
10035,1845,6,23,1845.475,58,9.7,1,1
10036,1845,6,24,1845.4779999999998,23,6.1,1,1
10037,1845,6,25,1845.481,0,2.0,1,1
10038,1845,6,26,1845.484,0,2.0,1,1
10039,1845,6,27,1845.486,0,2.0,1,1
10040,1845,6,28,1845.489,0,2.0,1,1
10041,1845,6,29,1845.4920000000002,-1,-1.0,0,1
10042,1845,6,30,1845.495,37,7.7,1,1
10043,1845,7,1,1845.497,62,9.9,1,1
10044,1845,7,2,1845.5,93,12.2,1,1
10045,1845,7,3,1845.503,-1,-1.0,0,1
10046,1845,7,4,1845.505,128,14.4,1,1
10047,1845,7,5,1845.5079999999998,118,13.8,1,1
10048,1845,7,6,1845.511,100,12.7,1,1
10049,1845,7,7,1845.514,70,10.6,1,1
10050,1845,7,8,1845.516,-1,-1.0,0,1
10051,1845,7,9,1845.519,25,6.3,1,1
10052,1845,7,10,1845.5220000000002,25,6.3,1,1
10053,1845,7,11,1845.525,25,6.3,1,1
10054,1845,7,12,1845.527,25,6.3,1,1
10055,1845,7,13,1845.53,0,2.0,1,1
10056,1845,7,14,1845.533,0,2.0,1,1
10057,1845,7,15,1845.536,-1,-1.0,0,1
10058,1845,7,16,1845.5379999999998,60,9.8,1,1
10059,1845,7,17,1845.5410000000002,65,10.2,1,1
10060,1845,7,18,1845.5439999999999,57,9.5,1,1
10061,1845,7,19,1845.547,-1,-1.0,0,1
10062,1845,7,20,1845.549,-1,-1.0,0,1
10063,1845,7,21,1845.5520000000001,-1,-1.0,0,1
10064,1845,7,22,1845.555,68,10.5,1,1
10065,1845,7,23,1845.558,62,9.9,1,1
10066,1845,7,24,1845.56,68,10.5,1,1
10067,1845,7,25,1845.5629999999999,62,9.9,1,1
10068,1845,7,26,1845.566,53,9.3,1,1
10069,1845,7,27,1845.568,-1,-1.0,0,1
10070,1845,7,28,1845.5710000000001,27,6.5,1,1
10071,1845,7,29,1845.5739999999998,0,2.0,1,1
10072,1845,7,30,1845.5770000000002,0,2.0,1,1
10073,1845,7,31,1845.579,32,7.1,1,1
10074,1845,8,1,1845.582,0,2.0,1,1
10075,1845,8,2,1845.585,0,2.0,1,1
10076,1845,8,3,1845.588,0,2.0,1,1
10077,1845,8,4,1845.59,35,7.5,1,1
10078,1845,8,5,1845.5929999999998,40,8.0,1,1
10079,1845,8,6,1845.596,-1,-1.0,0,1
10080,1845,8,7,1845.599,73,10.8,1,1
10081,1845,8,8,1845.601,67,10.3,1,1
10082,1845,8,9,1845.604,95,12.3,1,1
10083,1845,8,10,1845.6070000000002,62,9.9,1,1
10084,1845,8,11,1845.61,153,15.7,1,1
10085,1845,8,12,1845.612,168,16.4,1,1
10086,1845,8,13,1845.615,-1,-1.0,0,1
10087,1845,8,14,1845.618,57,9.5,1,1
10088,1845,8,15,1845.621,50,9.0,1,1
10089,1845,8,16,1845.6229999999998,60,9.8,1,1
10090,1845,8,17,1845.626,60,9.8,1,1
10091,1845,8,18,1845.629,62,9.9,1,1
10092,1845,8,19,1845.632,50,9.0,1,1
10093,1845,8,20,1845.634,45,8.5,1,1
10094,1845,8,21,1845.6370000000002,50,9.0,1,1
10095,1845,8,22,1845.64,53,9.3,1,1
10096,1845,8,23,1845.642,-1,-1.0,0,1
10097,1845,8,24,1845.645,58,9.7,1,1
10098,1845,8,25,1845.648,33,7.3,1,1
10099,1845,8,26,1845.651,65,10.2,1,1
10100,1845,8,27,1845.6529999999998,-1,-1.0,0,1
10101,1845,8,28,1845.656,57,9.5,1,1
10102,1845,8,29,1845.6589999999999,62,9.9,1,1
10103,1845,8,30,1845.662,0,2.0,1,1
10104,1845,8,31,1845.664,0,2.0,1,1
10105,1845,9,1,1845.6670000000001,27,6.5,1,1
10106,1845,9,2,1845.67,0,2.0,1,1
10107,1845,9,3,1845.6729999999998,0,2.0,1,1
10108,1845,9,4,1845.675,0,2.0,1,1
10109,1845,9,5,1845.6779999999999,0,2.0,1,1
10110,1845,9,6,1845.681,0,2.0,1,1
10111,1845,9,7,1845.684,0,2.0,1,1
10112,1845,9,8,1845.6860000000001,0,2.0,1,1
10113,1845,9,9,1845.6889999999999,0,2.0,1,1
10114,1845,9,10,1845.692,0,2.0,1,1
10115,1845,9,11,1845.695,0,2.0,1,1
10116,1845,9,12,1845.6970000000001,37,7.7,1,1
10117,1845,9,13,1845.7,37,7.7,1,1
10118,1845,9,14,1845.703,42,8.2,1,1
10119,1845,9,15,1845.705,107,13.1,1,1
10120,1845,9,16,1845.7079999999999,103,12.9,1,1
10121,1845,9,17,1845.711,-1,-1.0,0,1
10122,1845,9,18,1845.714,125,14.2,1,1
10123,1845,9,19,1845.7160000000001,98,12.6,1,1
10124,1845,9,20,1845.719,93,12.2,1,1
10125,1845,9,21,1845.7220000000002,68,10.5,1,1
10126,1845,9,22,1845.725,48,8.8,1,1
10127,1845,9,23,1845.727,83,11.6,1,1
10128,1845,9,24,1845.73,-1,-1.0,0,1
10129,1845,9,25,1845.733,123,14.1,1,1
10130,1845,9,26,1845.736,102,12.8,1,1
10131,1845,9,27,1845.7379999999998,-1,-1.0,0,1
10132,1845,9,28,1845.741,83,11.6,1,1
10133,1845,9,29,1845.744,107,13.1,1,1
10134,1845,9,30,1845.747,-1,-1.0,0,1
10135,1845,10,1,1845.749,135,14.7,1,1
10136,1845,10,2,1845.7520000000002,102,12.8,1,1
10137,1845,10,3,1845.755,77,11.1,1,1
10138,1845,10,4,1845.7579999999998,50,9.0,1,1
10139,1845,10,5,1845.76,0,2.0,1,1
10140,1845,10,6,1845.763,25,6.3,1,1
10141,1845,10,7,1845.766,48,8.8,1,1
10142,1845,10,8,1845.7679999999998,-1,-1.0,0,1
10143,1845,10,9,1845.771,50,9.0,1,1
10144,1845,10,10,1845.774,-1,-1.0,0,1
10145,1845,10,11,1845.777,50,9.0,1,1
10146,1845,10,12,1845.779,52,9.1,1,1
10147,1845,10,13,1845.7820000000002,42,8.2,1,1
10148,1845,10,14,1845.785,-1,-1.0,0,1
10149,1845,10,15,1845.7879999999998,70,10.6,1,1
10150,1845,10,16,1845.79,95,12.3,1,1
10151,1845,10,17,1845.793,78,11.2,1,1
10152,1845,10,18,1845.796,-1,-1.0,0,1
10153,1845,10,19,1845.799,-1,-1.0,0,1
10154,1845,10,20,1845.8010000000002,-1,-1.0,0,1
10155,1845,10,21,1845.8039999999999,83,11.6,1,1
10156,1845,10,22,1845.807,118,13.8,1,1
10157,1845,10,23,1845.81,-1,-1.0,0,1
10158,1845,10,24,1845.8120000000001,-1,-1.0,0,1
10159,1845,10,25,1845.815,95,12.3,1,1
10160,1845,10,26,1845.818,-1,-1.0,0,1
10161,1845,10,27,1845.8210000000001,-1,-1.0,0,1
10162,1845,10,28,1845.8229999999999,-1,-1.0,0,1
10163,1845,10,29,1845.826,45,8.5,1,1
10164,1845,10,30,1845.829,73,10.8,1,1
10165,1845,10,31,1845.832,-1,-1.0,0,1
10166,1845,11,1,1845.8339999999998,92,12.1,1,1
10167,1845,11,2,1845.8370000000002,127,14.3,1,1
10168,1845,11,3,1845.84,100,12.7,1,1
10169,1845,11,4,1845.842,90,12.0,1,1
10170,1845,11,5,1845.845,92,12.1,1,1
10171,1845,11,6,1845.848,78,11.2,1,1
10172,1845,11,7,1845.851,-1,-1.0,0,1
10173,1845,11,8,1845.8529999999998,-1,-1.0,0,1
10174,1845,11,9,1845.856,37,7.7,1,1
10175,1845,11,10,1845.859,98,12.6,1,1
10176,1845,11,11,1845.862,120,13.9,1,1
10177,1845,11,12,1845.864,73,10.8,1,1
10178,1845,11,13,1845.8670000000002,0,2.0,1,1
10179,1845,11,14,1845.87,0,2.0,1,1
10180,1845,11,15,1845.8729999999998,0,2.0,1,1
10181,1845,11,16,1845.875,42,8.2,1,1
10182,1845,11,17,1845.878,-1,-1.0,0,1
10183,1845,11,18,1845.881,93,12.2,1,1
10184,1845,11,19,1845.884,62,9.9,1,1
10185,1845,11,20,1845.886,57,9.5,1,1
10186,1845,11,21,1845.889,50,9.0,1,1
10187,1845,11,22,1845.892,-1,-1.0,0,1
10188,1845,11,23,1845.895,77,11.1,1,1
10189,1845,11,24,1845.8970000000002,70,10.6,1,1
10190,1845,11,25,1845.9,53,9.3,1,1
10191,1845,11,26,1845.9029999999998,-1,-1.0,0,1
10192,1845,11,27,1845.905,-1,-1.0,0,1
10193,1845,11,28,1845.908,23,6.1,1,1
10194,1845,11,29,1845.911,77,11.1,1,1
10195,1845,11,30,1845.914,-1,-1.0,0,1
10196,1845,12,1,1845.9160000000002,83,11.6,1,1
10197,1845,12,2,1845.9189999999999,-1,-1.0,0,1
10198,1845,12,3,1845.922,-1,-1.0,0,1
10199,1845,12,4,1845.925,-1,-1.0,0,1
10200,1845,12,5,1845.9270000000001,-1,-1.0,0,1
10201,1845,12,6,1845.93,110,13.3,1,1
10202,1845,12,7,1845.933,-1,-1.0,0,1
10203,1845,12,8,1845.9360000000001,-1,-1.0,0,1
10204,1845,12,9,1845.9379999999999,98,12.6,1,1
10205,1845,12,10,1845.941,112,13.4,1,1
10206,1845,12,11,1845.944,-1,-1.0,0,1
10207,1845,12,12,1845.9470000000001,-1,-1.0,0,1
10208,1845,12,13,1845.9489999999998,73,10.8,1,1
10209,1845,12,14,1845.9520000000002,93,12.2,1,1
10210,1845,12,15,1845.955,-1,-1.0,0,1
10211,1845,12,16,1845.9579999999999,-1,-1.0,0,1
10212,1845,12,17,1845.96,-1,-1.0,0,1
10213,1845,12,18,1845.963,92,12.1,1,1
10214,1845,12,19,1845.9660000000001,-1,-1.0,0,1
10215,1845,12,20,1845.9679999999998,-1,-1.0,0,1
10216,1845,12,21,1845.971,112,13.4,1,1
10217,1845,12,22,1845.974,135,14.7,1,1
10218,1845,12,23,1845.977,-1,-1.0,0,1
10219,1845,12,24,1845.979,127,14.3,1,1
10220,1845,12,25,1845.9820000000002,-1,-1.0,0,1
10221,1845,12,26,1845.985,-1,-1.0,0,1
10222,1845,12,27,1845.9879999999998,78,11.2,1,1
10223,1845,12,28,1845.99,-1,-1.0,0,1
10224,1845,12,29,1845.993,112,13.4,1,1
10225,1845,12,30,1845.996,-1,-1.0,0,1
10226,1845,12,31,1845.999,68,10.5,1,1
10227,1846,1,1,1846.001,53,9.3,1,1
10228,1846,1,2,1846.004,50,9.0,1,1
10229,1846,1,3,1846.007,82,11.4,1,1
10230,1846,1,4,1846.01,-1,-1.0,0,1
10231,1846,1,5,1846.0120000000002,57,9.5,1,1
10232,1846,1,6,1846.015,95,12.3,1,1
10233,1846,1,7,1846.0179999999998,-1,-1.0,0,1
10234,1846,1,8,1846.021,-1,-1.0,0,1
10235,1846,1,9,1846.023,-1,-1.0,0,1
10236,1846,1,10,1846.026,58,9.7,1,1
10237,1846,1,11,1846.029,-1,-1.0,0,1
10238,1846,1,12,1846.0320000000002,0,2.0,1,1
10239,1846,1,13,1846.0339999999999,27,6.5,1,1
10240,1846,1,14,1846.037,35,7.5,1,1
10241,1846,1,15,1846.04,42,8.2,1,1
10242,1846,1,16,1846.0420000000001,40,8.0,1,1
10243,1846,1,17,1846.045,62,9.9,1,1
10244,1846,1,18,1846.0479999999998,60,9.8,1,1
10245,1846,1,19,1846.0510000000002,58,9.7,1,1
10246,1846,1,20,1846.0529999999999,-1,-1.0,0,1
10247,1846,1,21,1846.056,82,11.4,1,1
10248,1846,1,22,1846.059,78,11.2,1,1
10249,1846,1,23,1846.0620000000001,93,12.2,1,1
10250,1846,1,24,1846.0639999999999,115,13.6,1,1
10251,1846,1,25,1846.067,-1,-1.0,0,1
10252,1846,1,26,1846.07,-1,-1.0,0,1
10253,1846,1,27,1846.0729999999999,-1,-1.0,0,1
10254,1846,1,28,1846.075,140,15.0,1,1
10255,1846,1,29,1846.078,-1,-1.0,0,1
10256,1846,1,30,1846.0810000000001,-1,-1.0,0,1
10257,1846,1,31,1846.0839999999998,-1,-1.0,0,1
10258,1846,2,1,1846.086,43,8.3,1,1
10259,1846,2,2,1846.089,40,8.0,1,1
10260,1846,2,3,1846.092,58,9.7,1,1
10261,1846,2,4,1846.095,90,12.0,1,1
10262,1846,2,5,1846.0970000000002,-1,-1.0,0,1
10263,1846,2,6,1846.1,28,6.7,1,1
10264,1846,2,7,1846.1029999999998,-1,-1.0,0,1
10265,1846,2,8,1846.105,62,9.9,1,1
10266,1846,2,9,1846.108,60,9.8,1,1
10267,1846,2,10,1846.111,33,7.3,1,1
10268,1846,2,11,1846.114,-1,-1.0,0,1
10269,1846,2,12,1846.116,60,9.8,1,1
10270,1846,2,13,1846.119,-1,-1.0,0,1
10271,1846,2,14,1846.122,83,11.6,1,1
10272,1846,2,15,1846.125,45,8.5,1,1
10273,1846,2,16,1846.1270000000002,-1,-1.0,0,1
10274,1846,2,17,1846.13,70,10.6,1,1
10275,1846,2,18,1846.1329999999998,70,10.6,1,1
10276,1846,2,19,1846.136,70,10.6,1,1
10277,1846,2,20,1846.138,-1,-1.0,0,1
10278,1846,2,21,1846.141,73,10.8,1,1
10279,1846,2,22,1846.144,133,14.6,1,1
10280,1846,2,23,1846.1470000000002,125,14.2,1,1
10281,1846,2,24,1846.149,198,17.8,1,1
10282,1846,2,25,1846.152,-1,-1.0,0,1
10283,1846,2,26,1846.155,193,17.6,1,1
10284,1846,2,27,1846.158,123,14.1,1,1
10285,1846,2,28,1846.16,125,14.2,1,1
10286,1846,3,1,1846.1629999999998,123,14.1,1,1
10287,1846,3,2,1846.1660000000002,137,14.8,1,1
10288,1846,3,3,1846.168,158,15.9,1,1
10289,1846,3,4,1846.171,193,17.6,1,1
10290,1846,3,5,1846.174,117,13.7,1,1
10291,1846,3,6,1846.1770000000001,107,13.1,1,1
10292,1846,3,7,1846.1789999999999,167,16.4,1,1
10293,1846,3,8,1846.182,-1,-1.0,0,1
10294,1846,3,9,1846.185,115,13.6,1,1
10295,1846,3,10,1846.1879999999999,92,12.1,1,1
10296,1846,3,11,1846.19,-1,-1.0,0,1
10297,1846,3,12,1846.193,30,6.9,1,1
10298,1846,3,13,1846.1960000000001,50,9.0,1,1
10299,1846,3,14,1846.1989999999998,-1,-1.0,0,1
10300,1846,3,15,1846.201,37,7.7,1,1
10301,1846,3,16,1846.204,60,9.8,1,1
10302,1846,3,17,1846.207,77,11.1,1,1
10303,1846,3,18,1846.21,90,12.0,1,1
10304,1846,3,19,1846.2120000000002,-1,-1.0,0,1
10305,1846,3,20,1846.215,-1,-1.0,0,1
10306,1846,3,21,1846.2179999999998,98,12.6,1,1
10307,1846,3,22,1846.221,93,12.2,1,1
10308,1846,3,23,1846.223,-1,-1.0,0,1
10309,1846,3,24,1846.226,-1,-1.0,0,1
10310,1846,3,25,1846.229,140,15.0,1,1
10311,1846,3,26,1846.2320000000002,115,13.6,1,1
10312,1846,3,27,1846.234,127,14.3,1,1
10313,1846,3,28,1846.237,100,12.7,1,1
10314,1846,3,29,1846.24,-1,-1.0,0,1
10315,1846,3,30,1846.2420000000002,117,13.7,1,1
10316,1846,3,31,1846.245,-1,-1.0,0,1
10317,1846,4,1,1846.2479999999998,-1,-1.0,0,1
10318,1846,4,2,1846.251,-1,-1.0,0,1
10319,1846,4,3,1846.253,112,13.4,1,1
10320,1846,4,4,1846.256,-1,-1.0,0,1
10321,1846,4,5,1846.259,60,9.8,1,1
10322,1846,4,6,1846.2620000000002,92,12.1,1,1
10323,1846,4,7,1846.264,-1,-1.0,0,1
10324,1846,4,8,1846.267,-1,-1.0,0,1
10325,1846,4,9,1846.27,32,7.1,1,1
10326,1846,4,10,1846.273,48,8.8,1,1
10327,1846,4,11,1846.275,67,10.3,1,1
10328,1846,4,12,1846.2779999999998,50,9.0,1,1
10329,1846,4,13,1846.281,57,9.5,1,1
10330,1846,4,14,1846.2839999999999,93,12.2,1,1
10331,1846,4,15,1846.286,-1,-1.0,0,1
10332,1846,4,16,1846.289,-1,-1.0,0,1
10333,1846,4,17,1846.2920000000001,-1,-1.0,0,1
10334,1846,4,18,1846.295,145,15.3,1,1
10335,1846,4,19,1846.297,167,16.4,1,1
10336,1846,4,20,1846.3,-1,-1.0,0,1
10337,1846,4,21,1846.3029999999999,-1,-1.0,0,1
10338,1846,4,22,1846.305,170,16.5,1,1
10339,1846,4,23,1846.308,213,18.5,1,1
10340,1846,4,24,1846.3110000000001,178,16.9,1,1
10341,1846,4,25,1846.3139999999999,148,15.4,1,1
10342,1846,4,26,1846.316,258,20.4,1,1
10343,1846,4,27,1846.319,77,11.1,1,1
10344,1846,4,28,1846.3220000000001,90,12.0,1,1
10345,1846,4,29,1846.325,137,14.8,1,1
10346,1846,4,30,1846.3270000000002,-1,-1.0,0,1
10347,1846,5,1,1846.33,123,14.1,1,1
10348,1846,5,2,1846.3329999999999,125,14.2,1,1
10349,1846,5,3,1846.336,148,15.4,1,1
10350,1846,5,4,1846.338,92,12.1,1,1
10351,1846,5,5,1846.3410000000001,-1,-1.0,0,1
10352,1846,5,6,1846.344,-1,-1.0,0,1
10353,1846,5,7,1846.3470000000002,-1,-1.0,0,1
10354,1846,5,8,1846.349,52,9.1,1,1
10355,1846,5,9,1846.352,48,8.8,1,1
10356,1846,5,10,1846.355,50,9.0,1,1
10357,1846,5,11,1846.358,-1,-1.0,0,1
10358,1846,5,12,1846.36,102,12.8,1,1
10359,1846,5,13,1846.3629999999998,182,17.1,1,1
10360,1846,5,14,1846.366,-1,-1.0,0,1
10361,1846,5,15,1846.368,153,15.7,1,1
10362,1846,5,16,1846.371,-1,-1.0,0,1
10363,1846,5,17,1846.374,217,18.6,1,1
10364,1846,5,18,1846.3770000000002,-1,-1.0,0,1
10365,1846,5,19,1846.379,123,14.1,1,1
10366,1846,5,20,1846.382,148,15.4,1,1
10367,1846,5,21,1846.385,93,12.2,1,1
10368,1846,5,22,1846.388,-1,-1.0,0,1
10369,1846,5,23,1846.39,83,11.6,1,1
10370,1846,5,24,1846.3929999999998,82,11.4,1,1
10371,1846,5,25,1846.396,-1,-1.0,0,1
10372,1846,5,26,1846.399,53,9.3,1,1
10373,1846,5,27,1846.401,-1,-1.0,0,1
10374,1846,5,28,1846.404,25,6.3,1,1
10375,1846,5,29,1846.4070000000002,82,11.4,1,1
10376,1846,5,30,1846.41,70,10.6,1,1
10377,1846,5,31,1846.412,47,8.7,1,1
